,train_size,loss,test_spearman,test_pearson,test_mse
10416,675,mse,0.750,0.945,0.125
10417,675,bradley_terry,1.000,0.441,670.566
10418,675,mse,0.772,0.849,0.279
10419,675,bradley_terry,0.999,0.443,291.188
10420,675,mse,0.820,0.891,0.208
10421,675,bradley_terry,0.999,0.440,579.065
10422,675,mse,0.773,0.876,0.235
10423,675,bradley_terry,0.999,0.448,169.963
10424,675,mse,0.839,0.866,0.259
10425,675,bradley_terry,0.963,0.417,48.970
10426,675,mse,0.789,0.972,0.057
10427,675,bradley_terry,0.999,0.447,296.175
10428,675,mse,0.831,0.932,0.134
10429,675,bradley_terry,0.999,0.440,605.799
10430,675,mse,0.758,0.932,0.190
10431,675,bradley_terry,0.999,0.443,273.217
10432,675,mse,0.819,0.882,0.233
10433,675,bradley_terry,0.999,0.447,379.983
10434,675,mse,0.677,0.429,0.816
10435,675,bradley_terry,0.998,0.439,587.992
10436,675,mse,0.693,0.886,0.217
10437,675,bradley_terry,0.999,0.444,336.109
10438,675,mse,0.758,0.912,0.170
10439,675,bradley_terry,1.000,0.446,430.954
10440,675,mse,0.871,0.876,0.243
10441,675,bradley_terry,0.999,0.446,518.419
10442,675,mse,0.853,0.841,0.317
10443,675,bradley_terry,0.999,0.454,249.645
10444,675,mse,0.783,0.870,0.261
10445,675,bradley_terry,0.999,0.444,441.630
10446,675,mse,0.799,0.905,0.191
10447,675,bradley_terry,0.999,0.446,617.250
10448,675,mse,0.829,0.862,0.261
10449,675,bradley_terry,1.000,0.446,363.962
10450,675,mse,0.779,0.927,0.143
10451,675,bradley_terry,0.999,0.442,248.556
10452,675,mse,0.785,0.921,0.159
10453,675,bradley_terry,0.998,0.437,268.872
10454,675,mse,0.793,0.818,0.334
10455,675,bradley_terry,0.999,0.458,615.845
10456,675,mse,0.717,0.936,0.125
10457,675,bradley_terry,0.999,0.442,685.892
10458,675,mse,0.787,0.907,0.182
10459,675,bradley_terry,0.999,0.446,188.175
10460,675,mse,0.739,0.434,0.820
10461,675,bradley_terry,0.999,0.449,433.522
10462,675,mse,0.640,0.918,0.167
10463,675,bradley_terry,1.000,0.449,1348.175
10464,675,mse,0.774,0.937,0.136
10465,675,bradley_terry,1.000,0.446,840.451
10466,675,mse,0.764,0.916,0.187
10467,675,bradley_terry,0.877,0.366,6.133
10468,675,mse,0.860,0.895,0.230
10469,675,bradley_terry,1.000,0.435,615.516
10470,675,mse,0.861,0.884,0.224
10471,675,bradley_terry,0.999,0.442,354.461
10472,675,mse,0.699,0.906,0.180
10473,675,bradley_terry,0.999,0.440,253.669
10474,675,mse,0.756,0.923,0.170
10475,675,bradley_terry,0.999,0.450,297.281
10476,675,mse,0.778,0.907,0.210
10477,675,bradley_terry,0.999,0.433,574.389
10478,675,mse,0.795,0.928,0.162
10479,675,bradley_terry,0.876,0.344,11.393
10480,675,mse,0.739,0.929,0.139
10481,675,bradley_terry,1.000,0.446,1019.888
10482,675,mse,0.735,0.899,0.206
10483,675,bradley_terry,0.999,0.446,265.563
10484,675,mse,0.764,0.874,0.256
10485,675,bradley_terry,0.999,0.439,499.501
10486,675,mse,0.793,0.922,0.170
10487,675,bradley_terry,0.999,0.442,329.896
10488,675,mse,0.767,0.911,0.205
10489,675,bradley_terry,1.000,0.435,586.698
10490,675,mse,0.816,0.952,0.108
10491,675,bradley_terry,0.999,0.437,285.514
10492,675,mse,0.739,0.953,0.092
10493,675,bradley_terry,1.000,0.445,824.673
10494,675,mse,0.822,0.959,0.081
10495,675,bradley_terry,0.871,0.331,9.986
10496,675,mse,0.769,0.887,0.222
10497,675,bradley_terry,0.877,0.339,5.954
10498,675,mse,0.859,0.940,0.122
10499,675,bradley_terry,0.999,0.448,573.501
10500,675,mse,0.830,0.891,0.208
10501,675,bradley_terry,0.989,0.429,171.204
10502,675,mse,0.861,0.918,0.169
10503,675,bradley_terry,1.000,0.445,670.470
10504,675,mse,0.802,0.892,0.205
10505,675,bradley_terry,1.000,0.440,204.304
10506,675,mse,0.726,0.464,0.793
10507,675,bradley_terry,1.000,0.443,712.144
10508,675,mse,0.848,0.751,0.440
10509,675,bradley_terry,1.000,0.437,593.042
10510,675,mse,0.860,0.944,0.124
10511,675,bradley_terry,0.996,0.443,125.998
10512,675,mse,0.876,0.867,0.250
10513,675,bradley_terry,1.000,0.440,279.507
10514,675,mse,0.868,0.839,0.312
10515,675,bradley_terry,0.872,0.351,5.073
10516,675,mse,0.762,0.902,0.196
10517,675,bradley_terry,0.999,0.447,161.809
10518,675,mse,0.810,0.858,0.279
10519,675,bradley_terry,0.999,0.443,311.060
10520,675,mse,0.836,0.974,0.053
10521,675,bradley_terry,0.999,0.447,773.067
10522,675,mse,0.826,0.874,0.236
10523,675,bradley_terry,1.000,0.435,2022.724
10524,675,mse,0.853,0.967,0.087
10525,675,bradley_terry,0.999,0.435,217.219
10526,675,mse,0.750,0.455,0.794
10527,675,bradley_terry,0.993,0.440,176.175
10528,675,mse,0.756,0.944,0.109
10529,675,bradley_terry,1.000,0.450,409.446
10530,675,mse,0.843,0.887,0.241
10531,675,bradley_terry,0.999,0.445,158.491
10532,675,mse,0.701,0.925,0.157
10533,675,bradley_terry,0.999,0.448,400.877
10534,675,mse,0.767,0.935,0.131
10535,675,bradley_terry,0.999,0.446,440.960
10536,675,mse,0.750,0.917,0.167
10537,675,bradley_terry,0.999,0.444,332.850
10538,675,mse,0.736,0.928,0.143
10539,675,bradley_terry,0.998,0.430,253.292
10540,675,mse,0.822,0.800,0.377
10541,675,bradley_terry,0.999,0.449,387.850
10542,675,mse,0.829,0.914,0.166
10543,675,bradley_terry,0.999,0.439,1467.385
10544,675,mse,0.736,0.878,0.238
10545,675,bradley_terry,0.873,0.340,12.219
10546,675,mse,0.805,0.878,0.235
10547,675,bradley_terry,0.999,0.442,353.452
10548,675,mse,0.774,0.757,0.445
10549,675,bradley_terry,1.000,0.440,1086.992
10550,675,mse,0.736,0.876,0.246
10551,675,bradley_terry,1.000,0.439,1149.695
10552,675,mse,0.820,0.982,0.037
10553,675,bradley_terry,1.000,0.444,837.261
10554,675,mse,0.821,0.813,0.381
10555,675,bradley_terry,0.999,0.442,265.159
10556,675,mse,0.833,0.888,0.212
10557,675,bradley_terry,1.000,0.440,356.753
10558,675,mse,0.730,0.949,0.111
10559,675,bradley_terry,0.871,0.362,5.687
10560,675,mse,0.758,0.952,0.102
10561,675,bradley_terry,1.000,0.440,1879.487
10562,675,mse,0.892,0.827,0.319
10563,675,bradley_terry,0.999,0.446,750.511
10564,675,mse,0.803,0.875,0.247
10565,675,bradley_terry,0.999,0.438,255.714
10566,675,mse,0.783,0.939,0.135
10567,675,bradley_terry,0.873,0.337,9.772
10568,675,mse,0.776,0.889,0.224
10569,675,bradley_terry,0.995,0.437,160.722
10570,675,mse,0.766,0.937,0.127
10571,675,bradley_terry,0.999,0.445,414.889
10572,675,mse,0.709,0.664,0.565
10573,675,bradley_terry,0.998,0.440,212.252
10574,675,mse,0.852,0.851,0.298
10575,675,bradley_terry,0.999,0.440,360.784
10576,675,mse,0.757,0.882,0.226
10577,675,bradley_terry,0.870,0.352,4.411
10578,675,mse,0.773,0.908,0.178
10579,675,bradley_terry,1.000,0.452,537.188
10580,675,mse,0.770,0.931,0.134
10581,675,bradley_terry,0.994,0.455,253.615
10582,675,mse,0.899,0.763,0.432
10583,675,bradley_terry,0.999,0.436,679.281
10584,675,mse,0.751,0.936,0.124
10585,675,bradley_terry,0.999,0.446,452.498
10586,675,mse,0.862,0.786,0.385
10587,675,bradley_terry,0.999,0.456,301.520
10588,675,mse,0.856,0.888,0.223
10589,675,bradley_terry,1.000,0.444,643.169
10590,675,mse,0.780,0.932,0.141
10591,675,bradley_terry,1.000,0.441,589.709
10592,675,mse,0.832,0.823,0.369
10593,675,bradley_terry,0.998,0.451,206.144
10594,675,mse,0.852,0.862,0.272
10595,675,bradley_terry,0.993,0.431,108.402
10596,675,mse,0.822,0.871,0.246
10597,675,bradley_terry,0.997,0.453,101.479
10598,675,mse,0.844,0.929,0.139
10599,675,bradley_terry,1.000,0.446,443.740
10600,675,mse,0.753,0.912,0.181
10601,675,bradley_terry,0.997,0.442,130.363
10602,675,mse,0.801,0.808,0.361
10603,675,bradley_terry,1.000,0.447,567.318
10604,675,mse,0.840,0.903,0.199
10605,675,bradley_terry,1.000,0.445,449.401
10606,675,mse,0.810,0.952,0.095
10607,675,bradley_terry,0.998,0.442,216.676
10608,675,mse,0.855,0.982,0.038
10609,675,bradley_terry,1.000,0.437,471.473
10610,675,mse,0.713,0.919,0.195
10611,675,bradley_terry,0.999,0.445,233.543
10612,675,mse,0.891,0.950,0.098
10613,675,bradley_terry,0.999,0.445,2276.183
10614,675,mse,0.818,0.957,0.084
10615,675,bradley_terry,0.999,0.447,392.080
10616,675,mse,0.785,0.907,0.218
10617,675,bradley_terry,0.995,0.443,115.584
10618,675,mse,0.773,0.770,0.432
10619,675,bradley_terry,0.999,0.443,438.305
10620,675,mse,0.767,0.877,0.250
10621,675,bradley_terry,0.987,0.439,133.656
10622,675,mse,0.764,0.762,0.429
10623,675,bradley_terry,1.000,0.449,704.465
10624,675,mse,0.813,0.949,0.117
10625,675,bradley_terry,1.000,0.442,561.664
10626,675,mse,0.810,0.957,0.091
10627,675,bradley_terry,0.999,0.447,257.192
10628,675,mse,0.777,0.936,0.127
10629,675,bradley_terry,0.970,0.414,185.740
10630,675,mse,0.866,0.817,0.336
10631,675,bradley_terry,1.000,0.441,568.594
10632,675,mse,0.807,0.950,0.098
10633,675,bradley_terry,0.875,0.344,9.399
10634,675,mse,0.880,0.784,0.405
10635,675,bradley_terry,1.000,0.441,935.772
10636,675,mse,0.843,0.969,0.067
10637,675,bradley_terry,1.000,0.440,1139.765
10638,675,mse,0.767,0.905,0.184
10639,675,bradley_terry,1.000,0.446,644.505
10640,675,mse,0.788,0.957,0.084
10641,675,bradley_terry,0.999,0.439,228.221
10642,675,mse,0.768,0.914,0.166
10643,675,bradley_terry,1.000,0.448,510.204
10644,675,mse,0.729,0.956,0.090
10645,675,bradley_terry,1.000,0.445,967.825
10646,675,mse,0.825,0.905,0.188
10647,675,bradley_terry,0.999,0.453,303.093
10648,675,mse,0.765,0.898,0.195
10649,675,bradley_terry,0.999,0.445,316.714
10650,675,mse,0.893,0.898,0.198
10651,675,bradley_terry,0.990,0.426,166.663
10652,675,mse,0.762,0.951,0.101
10653,675,bradley_terry,0.999,0.457,312.082
10654,675,mse,0.853,0.905,0.183
10655,675,bradley_terry,0.999,0.432,437.415
10656,675,mse,0.785,0.938,0.137
10657,675,bradley_terry,0.999,0.441,1025.459
10658,675,mse,0.816,0.956,0.088
10659,675,bradley_terry,1.000,0.447,356.456
10660,675,mse,0.812,0.984,0.031
10661,675,bradley_terry,0.999,0.449,498.421
10662,675,mse,0.835,0.909,0.175
10663,675,bradley_terry,1.000,0.445,508.113
10664,675,mse,0.692,0.940,0.147
10665,675,bradley_terry,0.999,0.445,125.492
10666,675,mse,0.732,0.922,0.164
10667,675,bradley_terry,0.999,0.443,279.882
10668,675,mse,0.778,0.910,0.172
10669,675,bradley_terry,0.999,0.451,317.572
10670,675,mse,0.701,0.892,0.208
10671,675,bradley_terry,1.000,0.434,698.440
10672,675,mse,0.745,0.931,0.141
10673,675,bradley_terry,1.000,0.450,976.133
10674,675,mse,0.861,0.851,0.304
10675,675,bradley_terry,0.999,0.445,394.187
10676,675,mse,0.809,0.939,0.125
10677,675,bradley_terry,0.999,0.441,452.346
10678,675,mse,0.820,0.983,0.035
10679,675,bradley_terry,1.000,0.452,855.509
10680,675,mse,0.766,0.933,0.172
10681,675,bradley_terry,1.000,0.453,451.077
10682,675,mse,0.864,0.894,0.208
10683,675,bradley_terry,0.989,0.418,389.291
10684,675,mse,0.831,0.861,0.263
10685,675,bradley_terry,1.000,0.447,256.620
10686,675,mse,0.803,0.857,0.266
10687,675,bradley_terry,0.873,0.358,10.734
10688,675,mse,0.880,0.884,0.222
10689,675,bradley_terry,0.999,0.446,431.409
10690,675,mse,0.837,0.884,0.226
10691,675,bradley_terry,0.998,0.441,162.907
10692,675,mse,0.812,0.960,0.079
10693,675,bradley_terry,0.999,0.442,262.389
10694,675,mse,0.855,0.801,0.361
10695,675,bradley_terry,1.000,0.447,730.020
10696,675,mse,0.718,0.946,0.109
10697,675,bradley_terry,0.999,0.451,368.232
10698,675,mse,0.846,0.848,0.284
10699,675,bradley_terry,0.996,0.449,133.834
10700,675,mse,0.844,0.904,0.183
10701,675,bradley_terry,1.000,0.445,716.887
10702,675,mse,0.854,0.960,0.083
10703,675,bradley_terry,1.000,0.446,1441.545
10704,675,mse,0.784,0.954,0.094
10705,675,bradley_terry,0.999,0.448,224.897
10706,675,mse,0.792,0.895,0.204
10707,675,bradley_terry,0.999,0.445,490.356
10708,675,mse,0.818,0.927,0.152
10709,675,bradley_terry,0.999,0.443,268.221
10710,675,mse,0.844,0.968,0.063
10711,675,bradley_terry,0.999,0.448,432.009
10712,675,mse,0.848,0.974,0.054
10713,675,bradley_terry,0.999,0.435,512.153
10714,675,mse,0.762,0.466,0.788
10715,675,bradley_terry,0.998,0.443,109.383
10716,675,mse,0.847,0.834,0.307
10717,675,bradley_terry,0.999,0.449,182.602
10718,675,mse,0.791,0.954,0.097
10719,675,bradley_terry,0.999,0.440,239.682
10720,675,mse,0.843,0.894,0.203
10721,675,bradley_terry,0.999,0.447,340.508
10722,675,mse,0.769,0.905,0.200
10723,675,bradley_terry,0.876,0.347,4.647
10724,675,mse,0.888,0.851,0.276
10725,675,bradley_terry,0.999,0.442,195.797
10726,675,mse,0.724,0.878,0.254
10727,675,bradley_terry,1.000,0.444,659.657
10728,675,mse,0.816,0.863,0.276
10729,675,bradley_terry,0.873,0.340,5.777
10730,675,mse,0.817,0.789,0.426
10731,675,bradley_terry,0.994,0.438,80.255
10732,675,mse,0.822,0.907,0.180
10733,675,bradley_terry,1.000,0.450,1183.405
10734,675,mse,0.770,0.947,0.110
10735,675,bradley_terry,0.998,0.436,196.694
10736,675,mse,0.686,0.451,0.798
10737,675,bradley_terry,0.997,0.454,144.884
10738,675,mse,0.826,0.917,0.169
10739,675,bradley_terry,1.000,0.444,739.754
10740,675,mse,0.773,0.911,0.181
10741,675,bradley_terry,0.873,0.331,4.415
10742,675,mse,0.827,0.970,0.077
10743,675,bradley_terry,0.999,0.442,414.895
10744,675,mse,0.763,0.910,0.177
10745,675,bradley_terry,0.999,0.449,248.210
10746,675,mse,0.788,0.963,0.075
10747,675,bradley_terry,0.999,0.452,461.239
10748,675,mse,0.752,0.913,0.197
10749,675,bradley_terry,1.000,0.446,762.316
10750,675,mse,0.863,0.816,0.344
10751,675,bradley_terry,1.000,0.446,506.462
10752,675,mse,0.811,0.981,0.040
10753,675,bradley_terry,0.999,0.443,979.930
10754,675,mse,0.845,0.835,0.308
10755,675,bradley_terry,0.999,0.447,348.011
10756,675,mse,0.758,0.959,0.087
10757,675,bradley_terry,0.999,0.445,363.085
10758,675,mse,0.803,0.941,0.121
10759,675,bradley_terry,1.000,0.447,609.667
10760,675,mse,0.886,0.842,0.350
10761,675,bradley_terry,0.999,0.440,351.312
10762,675,mse,0.866,0.968,0.068
10763,675,bradley_terry,0.998,0.446,248.483
10764,675,mse,0.735,0.974,0.053
10765,675,bradley_terry,0.999,0.439,547.736
10766,675,mse,0.876,0.832,0.330
10767,675,bradley_terry,0.999,0.439,289.239
10768,675,mse,0.762,0.968,0.063
10769,675,bradley_terry,0.999,0.444,477.909
10770,675,mse,0.735,0.884,0.226
10771,675,bradley_terry,1.000,0.447,495.810
10772,675,mse,0.878,0.870,0.250
10773,675,bradley_terry,1.000,0.452,1244.407
10774,675,mse,0.773,0.888,0.218
10775,675,bradley_terry,1.000,0.440,401.615
10776,675,mse,0.847,0.834,0.305
10777,675,bradley_terry,0.993,0.447,79.511
10778,675,mse,0.783,0.967,0.068
10779,675,bradley_terry,0.998,0.439,504.359
10780,675,mse,0.729,0.943,0.112
10781,675,bradley_terry,0.999,0.440,765.095
10782,675,mse,0.749,0.889,0.227
10783,675,bradley_terry,0.999,0.444,408.616
10784,675,mse,0.797,0.904,0.188
10785,675,bradley_terry,0.999,0.443,494.493
10786,675,mse,0.827,0.963,0.073
10787,675,bradley_terry,1.000,0.442,648.397
10788,675,mse,0.746,0.960,0.080
10789,675,bradley_terry,1.000,0.435,572.020
10790,675,mse,0.768,0.921,0.164
10791,675,bradley_terry,0.998,0.443,239.481
10792,675,mse,0.859,0.886,0.216
10793,675,bradley_terry,0.996,0.433,213.398
10794,675,mse,0.673,0.922,0.171
10795,675,bradley_terry,0.999,0.449,234.017
10796,675,mse,0.797,0.966,0.070
10797,675,bradley_terry,1.000,0.446,844.387
10798,675,mse,0.829,0.938,0.129
10799,675,bradley_terry,0.999,0.447,587.102
10800,700,mse,0.881,0.891,0.210
10801,700,bradley_terry,1.000,0.457,678.727
10802,700,mse,0.845,0.864,0.256
10803,700,bradley_terry,0.997,0.428,190.766
10804,700,mse,0.855,0.877,0.251
10805,700,bradley_terry,1.000,0.454,452.507
10806,700,mse,0.727,0.736,0.461
10807,700,bradley_terry,0.999,0.453,312.903
10808,700,mse,0.780,0.969,0.062
10809,700,bradley_terry,1.000,0.445,659.978
10810,700,mse,0.771,0.900,0.204
10811,700,bradley_terry,0.999,0.444,324.819
10812,700,mse,0.717,0.871,0.346
10813,700,bradley_terry,0.991,0.436,99.749
10814,700,mse,0.757,0.901,0.203
10815,700,bradley_terry,1.000,0.443,874.929
10816,700,mse,0.802,0.877,0.243
10817,700,bradley_terry,1.000,0.445,489.313
10818,700,mse,0.783,0.917,0.166
10819,700,bradley_terry,0.991,0.444,135.356
10820,700,mse,0.815,0.884,0.221
10821,700,bradley_terry,1.000,0.442,354.475
10822,700,mse,0.767,0.450,0.807
10823,700,bradley_terry,0.999,0.435,1341.749
10824,700,mse,0.819,0.826,0.318
10825,700,bradley_terry,1.000,0.449,396.503
10826,700,mse,0.737,0.915,0.171
10827,700,bradley_terry,1.000,0.443,437.765
10828,700,mse,0.850,0.856,0.270
10829,700,bradley_terry,0.999,0.445,298.417
10830,700,mse,0.701,0.904,0.191
10831,700,bradley_terry,0.999,0.438,350.219
10832,700,mse,0.885,0.883,0.238
10833,700,bradley_terry,0.999,0.450,529.336
10834,700,mse,0.716,0.950,0.109
10835,700,bradley_terry,1.000,0.442,2693.492
10836,700,mse,0.708,0.906,0.191
10837,700,bradley_terry,0.999,0.438,341.388
10838,700,mse,0.802,0.822,0.331
10839,700,bradley_terry,1.000,0.452,547.265
10840,700,mse,0.859,0.945,0.113
10841,700,bradley_terry,0.997,0.445,277.239
10842,700,mse,0.805,0.981,0.043
10843,700,bradley_terry,0.999,0.443,281.009
10844,700,mse,0.742,0.950,0.101
10845,700,bradley_terry,0.999,0.447,596.428
10846,700,mse,0.830,0.967,0.071
10847,700,bradley_terry,1.000,0.448,581.957
10848,700,mse,0.723,0.435,0.818
10849,700,bradley_terry,0.999,0.446,738.294
10850,700,mse,0.701,0.939,0.130
10851,700,bradley_terry,0.999,0.453,419.677
10852,700,mse,0.838,0.920,0.153
10853,700,bradley_terry,0.999,0.444,713.343
10854,700,mse,0.772,0.920,0.183
10855,700,bradley_terry,1.000,0.448,433.661
10856,700,mse,0.741,0.928,0.140
10857,700,bradley_terry,0.999,0.447,567.832
10858,700,mse,0.867,0.837,0.317
10859,700,bradley_terry,1.000,0.442,401.165
10860,700,mse,0.833,0.898,0.197
10861,700,bradley_terry,1.000,0.445,1545.675
10862,700,mse,0.866,0.837,0.304
10863,700,bradley_terry,0.999,0.443,1247.366
10864,700,mse,0.755,0.931,0.138
10865,700,bradley_terry,1.000,0.449,852.896
10866,700,mse,0.824,0.948,0.127
10867,700,bradley_terry,1.000,0.438,561.020
10868,700,mse,0.765,0.452,0.797
10869,700,bradley_terry,1.000,0.441,589.378
10870,700,mse,0.724,0.966,0.067
10871,700,bradley_terry,1.000,0.437,391.005
10872,700,mse,0.766,0.897,0.203
10873,700,bradley_terry,0.999,0.438,1059.068
10874,700,mse,0.790,0.971,0.061
10875,700,bradley_terry,0.868,0.379,4.089
10876,700,mse,0.737,0.445,0.804
10877,700,bradley_terry,1.000,0.439,630.114
10878,700,mse,0.785,0.905,0.188
10879,700,bradley_terry,0.999,0.455,460.287
10880,700,mse,0.743,0.889,0.214
10881,700,bradley_terry,1.000,0.447,737.692
10882,700,mse,0.689,0.923,0.159
10883,700,bradley_terry,0.999,0.448,378.631
10884,700,mse,0.807,0.987,0.027
10885,700,bradley_terry,1.000,0.445,2063.637
10886,700,mse,0.733,0.437,0.812
10887,700,bradley_terry,1.000,0.432,764.074
10888,700,mse,0.778,0.895,0.200
10889,700,bradley_terry,0.999,0.447,306.829
10890,700,mse,0.873,0.757,0.445
10891,700,bradley_terry,0.999,0.447,727.413
10892,700,mse,0.878,0.794,0.380
10893,700,bradley_terry,0.999,0.443,660.096
10894,700,mse,0.789,0.965,0.072
10895,700,bradley_terry,1.000,0.442,341.303
10896,700,mse,0.866,0.861,0.262
10897,700,bradley_terry,0.998,0.435,217.294
10898,700,mse,0.854,0.846,0.315
10899,700,bradley_terry,0.999,0.452,279.101
10900,700,mse,0.840,0.951,0.106
10901,700,bradley_terry,0.871,0.343,5.935
10902,700,mse,0.874,0.817,0.335
10903,700,bradley_terry,1.000,0.452,995.932
10904,700,mse,0.739,0.916,0.167
10905,700,bradley_terry,1.000,0.442,1826.762
10906,700,mse,0.821,0.898,0.195
10907,700,bradley_terry,0.999,0.449,576.081
10908,700,mse,0.877,0.876,0.245
10909,700,bradley_terry,1.000,0.447,362.470
10910,700,mse,0.766,0.948,0.115
10911,700,bradley_terry,0.999,0.437,220.968
10912,700,mse,0.799,0.931,0.140
10913,700,bradley_terry,0.999,0.443,405.245
10914,700,mse,0.807,0.945,0.108
10915,700,bradley_terry,1.000,0.445,1381.080
10916,700,mse,0.791,0.932,0.158
10917,700,bradley_terry,1.000,0.444,807.092
10918,700,mse,0.704,0.448,0.799
10919,700,bradley_terry,0.999,0.448,215.171
10920,700,mse,0.860,0.862,0.278
10921,700,bradley_terry,1.000,0.443,542.214
10922,700,mse,0.855,0.993,0.015
10923,700,bradley_terry,1.000,0.453,439.612
10924,700,mse,0.750,0.756,0.435
10925,700,bradley_terry,1.000,0.446,572.758
10926,700,mse,0.781,0.918,0.158
10927,700,bradley_terry,1.000,0.439,662.802
10928,700,mse,0.780,0.963,0.075
10929,700,bradley_terry,0.999,0.451,389.639
10930,700,mse,0.795,0.945,0.111
10931,700,bradley_terry,1.000,0.441,427.519
10932,700,mse,0.768,0.946,0.106
10933,700,bradley_terry,0.999,0.442,244.254
10934,700,mse,0.843,0.991,0.020
10935,700,bradley_terry,0.999,0.450,281.417
10936,700,mse,0.870,0.964,0.075
10937,700,bradley_terry,1.000,0.436,997.620
10938,700,mse,0.741,0.958,0.082
10939,700,bradley_terry,1.000,0.451,824.004
10940,700,mse,0.821,0.964,0.071
10941,700,bradley_terry,1.000,0.451,588.593
10942,700,mse,0.807,0.938,0.122
10943,700,bradley_terry,1.000,0.443,508.938
10944,700,mse,0.870,0.827,0.352
10945,700,bradley_terry,0.999,0.438,418.300
10946,700,mse,0.755,0.859,0.271
10947,700,bradley_terry,0.999,0.443,412.981
10948,700,mse,0.764,0.926,0.145
10949,700,bradley_terry,0.999,0.448,435.715
10950,700,mse,0.761,0.445,0.802
10951,700,bradley_terry,1.000,0.439,1009.452
10952,700,mse,0.867,0.851,0.276
10953,700,bradley_terry,0.999,0.451,2641.826
10954,700,mse,0.777,0.959,0.093
10955,700,bradley_terry,0.999,0.449,565.978
10956,700,mse,0.862,0.959,0.086
10957,700,bradley_terry,1.000,0.450,546.786
10958,700,mse,0.814,0.845,0.291
10959,700,bradley_terry,0.999,0.440,241.870
10960,700,mse,0.815,0.974,0.062
10961,700,bradley_terry,1.000,0.445,606.161
10962,700,mse,0.803,0.966,0.067
10963,700,bradley_terry,0.999,0.444,786.045
10964,700,mse,0.799,0.966,0.084
10965,700,bradley_terry,1.000,0.440,462.517
10966,700,mse,0.779,0.926,0.149
10967,700,bradley_terry,1.000,0.437,615.821
10968,700,mse,0.788,0.906,0.191
10969,700,bradley_terry,1.000,0.439,500.292
10970,700,mse,0.871,0.868,0.252
10971,700,bradley_terry,1.000,0.445,1191.626
10972,700,mse,0.656,0.925,0.148
10973,700,bradley_terry,0.878,0.365,4.866
