,nonlinearity,alpha,loss,entropy,test_spearman,test_pearson,test_mse
3178,sigmoid,4.814866137085589,mse,2.988459288221287,0.993,0.992,0.016
3179,sigmoid,4.814866137085589,bradley_terry,2.988459288221287,0.999,0.939,1081.239
3180,sigmoid,4.814866137085589,mse,2.480583303223078,0.999,0.999,0.002
3181,sigmoid,4.814866137085589,bradley_terry,2.480583303223078,0.999,0.989,349.333
3182,sigmoid,4.814866137085589,mse,2.4486785560780118,0.983,0.986,0.028
3183,sigmoid,4.814866137085589,bradley_terry,2.4486785560780118,0.999,0.941,316.300
3184,sigmoid,4.814866137085589,mse,1.7630047295741782,0.998,0.998,0.004
3185,sigmoid,4.814866137085589,bradley_terry,1.7630047295741782,0.999,0.991,370.184
3186,sigmoid,4.814866137085589,mse,2.4897464775999985,0.999,0.999,0.002
3187,sigmoid,4.814866137085589,bradley_terry,2.4897464775999985,1.000,0.979,1198.633
3188,sigmoid,4.814866137085589,mse,2.7029275005159437,0.997,0.997,0.007
3189,sigmoid,4.814866137085589,bradley_terry,2.7029275005159437,1.000,0.964,1801.013
3190,sigmoid,4.814866137085589,mse,2.6053792267790605,0.994,0.994,0.012
3191,sigmoid,4.814866137085589,bradley_terry,2.6053792267790605,0.996,0.949,53.528
3192,sigmoid,4.814866137085589,mse,2.6581932154421506,0.999,0.999,0.002
3193,sigmoid,4.814866137085589,bradley_terry,2.6581932154421506,0.991,0.973,249.406
3194,sigmoid,4.814866137085589,mse,2.373736899040683,0.992,0.991,0.018
3195,sigmoid,4.814866137085589,bradley_terry,2.373736899040683,0.930,0.914,10.024
3196,sigmoid,4.814866137085589,mse,2.122168865018331,0.998,0.998,0.005
3197,sigmoid,4.814866137085589,bradley_terry,2.122168865018331,0.999,0.992,466.775
3198,sigmoid,4.814866137085589,mse,2.559265584735298,0.998,0.997,0.007
3199,sigmoid,4.814866137085589,bradley_terry,2.559265584735298,0.999,0.991,693.600
3200,sigmoid,5.915666621737723,mse,1.8730268051637162,0.999,0.998,0.004
3201,sigmoid,5.915666621737723,bradley_terry,1.8730268051637162,1.000,0.989,527.007
3202,sigmoid,5.915666621737723,mse,2.732111460064522,0.995,0.994,0.012
3203,sigmoid,5.915666621737723,bradley_terry,2.732111460064522,0.823,0.813,1.650
3204,sigmoid,5.915666621737723,mse,2.3664055825226202,0.992,0.992,0.016
3205,sigmoid,5.915666621737723,bradley_terry,2.3664055825226202,0.999,0.975,486.485
3206,sigmoid,5.915666621737723,mse,2.578178417897263,0.994,0.997,0.006
3207,sigmoid,5.915666621737723,bradley_terry,2.578178417897263,0.999,0.964,800.515
3208,sigmoid,5.915666621737723,mse,2.7495037244606753,0.989,0.987,0.026
3209,sigmoid,5.915666621737723,bradley_terry,2.7495037244606753,1.000,0.978,562.934
3210,sigmoid,5.915666621737723,mse,2.4599727166611354,0.997,0.996,0.008
3211,sigmoid,5.915666621737723,bradley_terry,2.4599727166611354,1.000,0.985,595.563
3212,sigmoid,5.915666621737723,mse,2.1510159533081397,0.994,0.997,0.007
3213,sigmoid,5.915666621737723,bradley_terry,2.1510159533081397,1.000,0.973,446.765
3214,sigmoid,5.915666621737723,mse,2.044642088686062,0.997,0.997,0.006
3215,sigmoid,5.915666621737723,bradley_terry,2.044642088686062,0.988,0.980,373.640
3216,sigmoid,5.915666621737723,mse,2.5797637096902037,0.991,0.994,0.013
3217,sigmoid,5.915666621737723,bradley_terry,2.5797637096902037,1.000,0.965,672.906
3218,sigmoid,5.915666621737723,mse,2.7687414060888496,0.997,0.996,0.009
3219,sigmoid,5.915666621737723,bradley_terry,2.7687414060888496,0.998,0.980,751.489
3220,sigmoid,5.915666621737723,mse,2.411905813976411,0.995,0.994,0.011
3221,sigmoid,5.915666621737723,bradley_terry,2.411905813976411,0.999,0.976,352.313
3222,sigmoid,5.915666621737723,mse,2.028006840263321,0.994,0.994,0.012
3223,sigmoid,5.915666621737723,bradley_terry,2.028006840263321,0.868,0.866,3.331
3224,sigmoid,5.915666621737723,mse,2.575533582907616,0.997,0.997,0.006
3225,sigmoid,5.915666621737723,bradley_terry,2.575533582907616,0.998,0.990,289.359
3226,sigmoid,5.915666621737723,mse,3.227127717281477,0.986,0.987,0.025
3227,sigmoid,5.915666621737723,bradley_terry,3.227127717281477,0.998,0.923,1025.223
3228,sigmoid,5.915666621737723,mse,2.644437255158176,0.996,0.995,0.010
3229,sigmoid,5.915666621737723,bradley_terry,2.644437255158176,1.000,0.958,188.063
3230,sigmoid,5.915666621737723,mse,2.6078891469190957,0.999,0.999,0.002
3231,sigmoid,5.915666621737723,bradley_terry,2.6078891469190957,0.995,0.986,304.339
3232,sigmoid,5.915666621737723,mse,2.5865695242760394,0.993,0.992,0.016
3233,sigmoid,5.915666621737723,bradley_terry,2.5865695242760394,0.999,0.989,317.323
3234,sigmoid,5.915666621737723,mse,2.417649467377712,0.997,0.997,0.007
3235,sigmoid,5.915666621737723,bradley_terry,2.417649467377712,0.998,0.975,364.651
3236,sigmoid,5.915666621737723,mse,2.8576389706563154,0.990,0.987,0.026
3237,sigmoid,5.915666621737723,bradley_terry,2.8576389706563154,1.000,0.965,740.990
3238,sigmoid,5.915666621737723,mse,2.374906447307896,0.994,0.992,0.016
3239,sigmoid,5.915666621737723,bradley_terry,2.374906447307896,0.993,0.978,116.574
3240,sigmoid,5.915666621737723,mse,2.168300009161979,0.998,0.997,0.005
3241,sigmoid,5.915666621737723,bradley_terry,2.168300009161979,1.000,0.979,1536.901
3242,sigmoid,5.915666621737723,mse,2.257307940897002,0.991,0.991,0.018
3243,sigmoid,5.915666621737723,bradley_terry,2.257307940897002,0.999,0.982,568.691
3244,sigmoid,5.915666621737723,mse,2.564962605079181,0.998,0.997,0.007
3245,sigmoid,5.915666621737723,bradley_terry,2.564962605079181,0.998,0.988,321.255
3246,sigmoid,5.915666621737723,mse,1.9248711639584892,0.998,0.999,0.003
3247,sigmoid,5.915666621737723,bradley_terry,1.9248711639584892,0.999,0.990,119.470
3248,sigmoid,5.915666621737723,mse,2.62281584581768,0.996,0.995,0.010
3249,sigmoid,5.915666621737723,bradley_terry,2.62281584581768,0.998,0.936,481.528
3250,sigmoid,5.915666621737723,mse,2.2106074448152153,0.998,0.998,0.004
3251,sigmoid,5.915666621737723,bradley_terry,2.2106074448152153,0.915,0.895,11.744
3252,sigmoid,5.915666621737723,mse,2.566361979716762,0.998,0.997,0.006
3253,sigmoid,5.915666621737723,bradley_terry,2.566361979716762,1.000,0.974,1114.060
3254,sigmoid,5.915666621737723,mse,2.9541386881945013,0.992,0.995,0.012
3255,sigmoid,5.915666621737723,bradley_terry,2.9541386881945013,0.998,0.925,414.111
3256,sigmoid,5.915666621737723,mse,2.6540156617832733,0.982,0.987,0.027
3257,sigmoid,5.915666621737723,bradley_terry,2.6540156617832733,0.998,0.952,452.372
3258,sigmoid,5.915666621737723,mse,2.094016457046733,0.999,0.998,0.004
3259,sigmoid,5.915666621737723,bradley_terry,2.094016457046733,1.000,0.982,752.379
3260,sigmoid,5.915666621737723,mse,2.4609685897431426,1.000,0.999,0.001
3261,sigmoid,5.915666621737723,bradley_terry,2.4609685897431426,1.000,0.981,510.277
3262,sigmoid,5.915666621737723,mse,2.36397042405586,0.999,0.999,0.001
3263,sigmoid,5.915666621737723,bradley_terry,2.36397042405586,0.999,0.984,594.634
3264,sigmoid,5.915666621737723,mse,2.2569935112055255,0.991,0.994,0.013
3265,sigmoid,5.915666621737723,bradley_terry,2.2569935112055255,0.999,0.963,578.388
3266,sigmoid,5.915666621737723,mse,2.6458130404039664,0.993,0.993,0.014
3267,sigmoid,5.915666621737723,bradley_terry,2.6458130404039664,0.998,0.965,225.468
3268,sigmoid,5.915666621737723,mse,2.880516697627238,0.994,0.993,0.013
3269,sigmoid,5.915666621737723,bradley_terry,2.880516697627238,0.995,0.940,219.363
3270,sigmoid,5.915666621737723,mse,2.5274643458307895,0.993,0.993,0.015
3271,sigmoid,5.915666621737723,bradley_terry,2.5274643458307895,1.000,0.976,1303.306
3272,sigmoid,5.915666621737723,mse,2.7116530835779065,0.991,0.989,0.023
3273,sigmoid,5.915666621737723,bradley_terry,2.7116530835779065,0.999,0.983,497.832
3274,sigmoid,5.915666621737723,mse,2.1614861065761626,0.995,0.994,0.013
3275,sigmoid,5.915666621737723,bradley_terry,2.1614861065761626,0.999,0.990,628.832
3276,sigmoid,5.915666621737723,mse,2.243685427917697,0.999,0.999,0.002
3277,sigmoid,5.915666621737723,bradley_terry,2.243685427917697,0.999,0.997,536.864
3278,sigmoid,5.915666621737723,mse,2.4924023210304376,0.996,0.996,0.009
3279,sigmoid,5.915666621737723,bradley_terry,2.4924023210304376,0.999,0.985,649.112
3280,sigmoid,5.915666621737723,mse,2.4702676553204053,0.991,0.994,0.013
3281,sigmoid,5.915666621737723,bradley_terry,2.4702676553204053,0.997,0.942,300.526
3282,sigmoid,5.915666621737723,mse,2.515316089181407,0.996,0.995,0.010
3283,sigmoid,5.915666621737723,bradley_terry,2.515316089181407,1.000,0.984,742.586
3284,sigmoid,5.915666621737723,mse,2.354561328484632,0.998,0.998,0.003
3285,sigmoid,5.915666621737723,bradley_terry,2.354561328484632,0.999,0.980,504.953
3286,sigmoid,5.915666621737723,mse,2.671751170870463,0.999,0.999,0.003
3287,sigmoid,5.915666621737723,bradley_terry,2.671751170870463,0.999,0.958,1001.440
3288,sigmoid,5.915666621737723,mse,2.6166361600854575,0.989,0.989,0.021
3289,sigmoid,5.915666621737723,bradley_terry,2.6166361600854575,1.000,0.900,1195.186
3290,sigmoid,5.915666621737723,mse,1.7893787359939195,0.991,0.992,0.017
3291,sigmoid,5.915666621737723,bradley_terry,1.7893787359939195,0.998,0.987,505.449
3292,sigmoid,5.915666621737723,mse,1.7456707767310706,0.995,0.996,0.008
3293,sigmoid,5.915666621737723,bradley_terry,1.7456707767310706,0.999,0.975,2588.875
3294,sigmoid,5.915666621737723,mse,1.9943266753287887,0.996,0.998,0.005
3295,sigmoid,5.915666621737723,bradley_terry,1.9943266753287887,0.999,0.976,688.779
3296,sigmoid,5.915666621737723,mse,2.353796929218479,0.997,0.997,0.007
3297,sigmoid,5.915666621737723,bradley_terry,2.353796929218479,0.992,0.949,69.113
3298,sigmoid,5.915666621737723,mse,2.404185071466574,0.997,0.997,0.005
3299,sigmoid,5.915666621737723,bradley_terry,2.404185071466574,0.996,0.986,329.053
3300,sigmoid,7.2681380090712455,mse,3.2317370332744124,0.969,0.976,0.048
3301,sigmoid,7.2681380090712455,bradley_terry,3.2317370332744124,0.998,0.908,1152.646
3302,sigmoid,7.2681380090712455,mse,2.935041181782419,0.995,0.995,0.010
3303,sigmoid,7.2681380090712455,bradley_terry,2.935041181782419,1.000,0.951,670.630
3304,sigmoid,7.2681380090712455,mse,2.2639401902423133,0.993,0.994,0.012
3305,sigmoid,7.2681380090712455,bradley_terry,2.2639401902423133,1.000,0.974,1584.015
3306,sigmoid,7.2681380090712455,mse,2.718836642920244,0.991,0.991,0.018
3307,sigmoid,7.2681380090712455,bradley_terry,2.718836642920244,0.999,0.968,499.264
3308,sigmoid,7.2681380090712455,mse,2.6140221331980604,0.995,0.997,0.007
3309,sigmoid,7.2681380090712455,bradley_terry,2.6140221331980604,1.000,0.919,404.893
3310,sigmoid,7.2681380090712455,mse,2.7891384131685464,0.994,0.993,0.014
3311,sigmoid,7.2681380090712455,bradley_terry,2.7891384131685464,0.998,0.924,766.106
3312,sigmoid,7.2681380090712455,mse,2.896586584959955,0.988,0.989,0.022
3313,sigmoid,7.2681380090712455,bradley_terry,2.896586584959955,0.999,0.937,555.493
3314,sigmoid,7.2681380090712455,mse,2.6438494179519845,0.995,0.996,0.009
3315,sigmoid,7.2681380090712455,bradley_terry,2.6438494179519845,1.000,0.974,883.320
3316,sigmoid,7.2681380090712455,mse,2.733871447202058,0.996,0.996,0.008
3317,sigmoid,7.2681380090712455,bradley_terry,2.733871447202058,1.000,0.922,979.587
3318,sigmoid,7.2681380090712455,mse,2.500403600122196,0.982,0.980,0.040
3319,sigmoid,7.2681380090712455,bradley_terry,2.500403600122196,0.998,0.975,325.183
3320,sigmoid,7.2681380090712455,mse,1.5915926362353658,0.997,0.997,0.006
3321,sigmoid,7.2681380090712455,bradley_terry,1.5915926362353658,1.000,0.977,1175.949
3322,sigmoid,7.2681380090712455,mse,2.5826672142526235,0.996,0.996,0.008
3323,sigmoid,7.2681380090712455,bradley_terry,2.5826672142526235,1.000,0.976,1258.535
3324,sigmoid,7.2681380090712455,mse,2.7205203140926404,0.997,0.995,0.010
3325,sigmoid,7.2681380090712455,bradley_terry,2.7205203140926404,0.999,0.960,440.253
3326,sigmoid,7.2681380090712455,mse,2.8507772082822025,0.997,0.996,0.008
3327,sigmoid,7.2681380090712455,bradley_terry,2.8507772082822025,1.000,0.961,627.797
3328,sigmoid,7.2681380090712455,mse,2.6168067247326934,0.995,0.996,0.009
3329,sigmoid,7.2681380090712455,bradley_terry,2.6168067247326934,0.998,0.929,194.192
3330,sigmoid,7.2681380090712455,mse,2.296556217266773,0.993,0.997,0.006
3331,sigmoid,7.2681380090712455,bradley_terry,2.296556217266773,0.995,0.943,111.783
3332,sigmoid,7.2681380090712455,mse,2.559615838009921,0.994,0.998,0.004
3333,sigmoid,7.2681380090712455,bradley_terry,2.559615838009921,0.886,0.755,4.654
3334,sigmoid,7.2681380090712455,mse,3.1555615311163248,0.986,0.989,0.022
3335,sigmoid,7.2681380090712455,bradley_terry,3.1555615311163248,0.986,0.860,146.356
3336,sigmoid,7.2681380090712455,mse,2.5846909749844476,0.996,0.995,0.011
3337,sigmoid,7.2681380090712455,bradley_terry,2.5846909749844476,1.000,0.969,866.310
3338,sigmoid,7.2681380090712455,mse,2.7972664208577545,0.996,0.995,0.011
3339,sigmoid,7.2681380090712455,bradley_terry,2.7972664208577545,0.999,0.964,430.762
3340,sigmoid,7.2681380090712455,mse,1.8918748424655814,0.996,0.997,0.006
3341,sigmoid,7.2681380090712455,bradley_terry,1.8918748424655814,0.999,0.970,924.826
3342,sigmoid,7.2681380090712455,mse,2.3905950511340652,0.996,0.996,0.008
3343,sigmoid,7.2681380090712455,bradley_terry,2.3905950511340652,0.999,0.953,241.500
3344,sigmoid,7.2681380090712455,mse,2.8698690224426455,0.986,0.990,0.021
3345,sigmoid,7.2681380090712455,bradley_terry,2.8698690224426455,1.000,0.959,1395.054
3346,sigmoid,7.2681380090712455,mse,2.5811682330958714,0.985,0.985,0.029
3347,sigmoid,7.2681380090712455,bradley_terry,2.5811682330958714,0.998,0.957,2947.749
3348,sigmoid,7.2681380090712455,mse,3.024707833671318,0.992,0.993,0.015
3349,sigmoid,7.2681380090712455,bradley_terry,3.024707833671318,0.999,0.930,859.469
3350,sigmoid,7.2681380090712455,mse,2.9252433597517222,0.977,0.993,0.014
3351,sigmoid,7.2681380090712455,bradley_terry,2.9252433597517222,0.999,0.901,405.617
3352,sigmoid,7.2681380090712455,mse,2.3307557488148283,0.995,0.994,0.012
3353,sigmoid,7.2681380090712455,bradley_terry,2.3307557488148283,0.955,0.922,9.225
3354,sigmoid,7.2681380090712455,mse,2.8897020319814173,0.988,0.990,0.021
3355,sigmoid,7.2681380090712455,bradley_terry,2.8897020319814173,0.998,0.885,563.376
3356,sigmoid,7.2681380090712455,mse,2.6782448439907496,0.987,0.987,0.026
3357,sigmoid,7.2681380090712455,bradley_terry,2.6782448439907496,1.000,0.950,888.605
3358,sigmoid,7.2681380090712455,mse,2.7903182178221164,0.975,0.985,0.031
3359,sigmoid,7.2681380090712455,bradley_terry,2.7903182178221164,0.989,0.800,619.691
3360,sigmoid,7.2681380090712455,mse,2.1766841985937657,0.996,0.996,0.009
3361,sigmoid,7.2681380090712455,bradley_terry,2.1766841985937657,0.749,0.749,0.827
3362,sigmoid,7.2681380090712455,mse,1.9111659092816773,0.992,0.991,0.018
3363,sigmoid,7.2681380090712455,bradley_terry,1.9111659092816773,0.999,0.978,816.747
3364,sigmoid,7.2681380090712455,mse,2.7402800051166096,0.988,0.988,0.025
3365,sigmoid,7.2681380090712455,bradley_terry,2.7402800051166096,0.999,0.960,664.108
3366,sigmoid,7.2681380090712455,mse,2.9387202905063132,0.988,0.991,0.018
3367,sigmoid,7.2681380090712455,bradley_terry,2.9387202905063132,0.998,0.885,366.882
3368,sigmoid,7.2681380090712455,mse,2.663600843613655,0.993,0.996,0.007
3369,sigmoid,7.2681380090712455,bradley_terry,2.663600843613655,0.995,0.933,266.052
3370,sigmoid,7.2681380090712455,mse,2.38054991479366,0.996,0.997,0.007
3371,sigmoid,7.2681380090712455,bradley_terry,2.38054991479366,0.993,0.971,106.153
3372,sigmoid,7.2681380090712455,mse,2.8463544419223816,0.993,0.991,0.018
3373,sigmoid,7.2681380090712455,bradley_terry,2.8463544419223816,1.000,0.968,1162.922
3374,sigmoid,7.2681380090712455,mse,2.663630187192446,0.995,0.995,0.010
3375,sigmoid,7.2681380090712455,bradley_terry,2.663630187192446,1.000,0.962,367.524
3376,sigmoid,7.2681380090712455,mse,3.012435979972206,0.992,0.994,0.013
3377,sigmoid,7.2681380090712455,bradley_terry,3.012435979972206,0.999,0.953,1054.055
3378,sigmoid,7.2681380090712455,mse,1.8298889181976274,0.988,0.997,0.007
3379,sigmoid,7.2681380090712455,bradley_terry,1.8298889181976274,1.000,0.956,716.044
3380,sigmoid,7.2681380090712455,mse,2.708089467032213,0.987,0.979,0.051
3381,sigmoid,7.2681380090712455,bradley_terry,2.708089467032213,0.999,0.965,858.438
3382,sigmoid,7.2681380090712455,mse,2.70135184552929,0.944,0.944,0.109
3383,sigmoid,7.2681380090712455,bradley_terry,2.70135184552929,1.000,0.921,926.811
3384,sigmoid,7.2681380090712455,mse,2.550279865137154,0.994,0.994,0.013
3385,sigmoid,7.2681380090712455,bradley_terry,2.550279865137154,1.000,0.984,1737.866
3386,sigmoid,7.2681380090712455,mse,2.9480483940154043,0.995,0.997,0.006
3387,sigmoid,7.2681380090712455,bradley_terry,2.9480483940154043,1.000,0.888,732.673
3388,sigmoid,7.2681380090712455,mse,2.5515229121145255,0.990,0.988,0.024
3389,sigmoid,7.2681380090712455,bradley_terry,2.5515229121145255,0.988,0.954,60.278
3390,sigmoid,7.2681380090712455,mse,2.4807819223158147,0.988,0.993,0.018
3391,sigmoid,7.2681380090712455,bradley_terry,2.4807819223158147,0.998,0.937,296.025
3392,sigmoid,7.2681380090712455,mse,2.467166971559111,0.994,0.995,0.011
3393,sigmoid,7.2681380090712455,bradley_terry,2.467166971559111,1.000,0.967,905.982
3394,sigmoid,7.2681380090712455,mse,2.462487648462048,0.996,0.998,0.005
3395,sigmoid,7.2681380090712455,bradley_terry,2.462487648462048,0.999,0.953,777.492
3396,sigmoid,7.2681380090712455,mse,2.4905448604328533,0.990,0.991,0.018
3397,sigmoid,7.2681380090712455,bradley_terry,2.4905448604328533,1.000,0.961,438.726
3398,sigmoid,7.2681380090712455,mse,2.2714147276950487,0.991,0.993,0.014
3399,sigmoid,7.2681380090712455,bradley_terry,2.2714147276950487,1.000,0.973,1445.183
3400,sigmoid,8.929818648804881,mse,3.6168726045918587,0.748,0.638,0.600
3401,sigmoid,8.929818648804881,bradley_terry,3.6168726045918587,1.000,0.790,1072.932
3402,sigmoid,8.929818648804881,mse,3.0188265266550673,0.987,0.985,0.031
3403,sigmoid,8.929818648804881,bradley_terry,3.0188265266550673,0.795,0.755,4.162
3404,sigmoid,8.929818648804881,mse,2.99204186337407,0.701,0.709,0.498
3405,sigmoid,8.929818648804881,bradley_terry,2.99204186337407,0.997,0.941,115.801
3406,sigmoid,8.929818648804881,mse,3.036670649576109,0.991,0.988,0.024
3407,sigmoid,8.929818648804881,bradley_terry,3.036670649576109,0.803,0.792,6.283
3408,sigmoid,8.929818648804881,mse,2.7973625144139236,0.991,0.992,0.017
3409,sigmoid,8.929818648804881,bradley_terry,2.7973625144139236,0.999,0.930,594.536
3410,sigmoid,8.929818648804881,mse,2.968889681601055,0.991,0.984,0.035
3411,sigmoid,8.929818648804881,bradley_terry,2.968889681601055,0.996,0.951,117.959
3412,sigmoid,8.929818648804881,mse,2.3484496775449357,0.989,0.988,0.023
3413,sigmoid,8.929818648804881,bradley_terry,2.3484496775449357,0.999,0.959,679.475
3414,sigmoid,8.929818648804881,mse,3.0219643083815395,0.953,0.987,0.028
3415,sigmoid,8.929818648804881,bradley_terry,3.0219643083815395,1.000,0.890,847.310
3416,sigmoid,8.929818648804881,mse,3.246688494273052,0.985,0.990,0.020
3417,sigmoid,8.929818648804881,bradley_terry,3.246688494273052,1.000,0.919,1798.735
3418,sigmoid,8.929818648804881,mse,3.12592103295775,0.989,0.986,0.029
3419,sigmoid,8.929818648804881,bradley_terry,3.12592103295775,0.999,0.957,701.926
3420,sigmoid,8.929818648804881,mse,2.2382226565274754,0.996,0.997,0.007
3421,sigmoid,8.929818648804881,bradley_terry,2.2382226565274754,1.000,0.943,1221.134
3422,sigmoid,8.929818648804881,mse,1.9387968842551604,0.997,0.997,0.006
3423,sigmoid,8.929818648804881,bradley_terry,1.9387968842551604,1.000,0.974,1310.164
3424,sigmoid,8.929818648804881,mse,2.4624423348947624,0.993,0.990,0.021
3425,sigmoid,8.929818648804881,bradley_terry,2.4624423348947624,0.996,0.962,260.781
3426,sigmoid,8.929818648804881,mse,2.9576881427198116,0.991,0.989,0.022
3427,sigmoid,8.929818648804881,bradley_terry,2.9576881427198116,0.999,0.941,462.019
3428,sigmoid,8.929818648804881,mse,2.419110648140594,0.986,0.992,0.016
3429,sigmoid,8.929818648804881,bradley_terry,2.419110648140594,0.992,0.955,462.847
3430,sigmoid,8.929818648804881,mse,2.7925739963585894,0.974,0.991,0.017
3431,sigmoid,8.929818648804881,bradley_terry,2.7925739963585894,1.000,0.937,952.560
3432,sigmoid,8.929818648804881,mse,2.913480082349863,0.983,0.977,0.046
3433,sigmoid,8.929818648804881,bradley_terry,2.913480082349863,1.000,0.922,695.837
3434,sigmoid,8.929818648804881,mse,2.716875056494824,0.987,0.982,0.038
3435,sigmoid,8.929818648804881,bradley_terry,2.716875056494824,0.998,0.960,208.497
3436,sigmoid,8.929818648804881,mse,3.0203186776314936,0.990,0.991,0.019
3437,sigmoid,8.929818648804881,bradley_terry,3.0203186776314936,0.999,0.940,583.465
3438,sigmoid,8.929818648804881,mse,2.7876090252873476,0.988,0.985,0.031
3439,sigmoid,8.929818648804881,bradley_terry,2.7876090252873476,1.000,0.949,1633.854
3440,sigmoid,8.929818648804881,mse,2.7543049482592235,0.974,0.985,0.030
3441,sigmoid,8.929818648804881,bradley_terry,2.7543049482592235,0.999,0.929,604.931
3442,sigmoid,8.929818648804881,mse,2.6584548025776336,0.991,0.987,0.028
3443,sigmoid,8.929818648804881,bradley_terry,2.6584548025776336,0.975,0.929,10.017
3444,sigmoid,8.929818648804881,mse,2.4381531458336307,0.980,0.981,0.039
3445,sigmoid,8.929818648804881,bradley_terry,2.4381531458336307,0.994,0.943,93.743
3446,sigmoid,8.929818648804881,mse,2.322156550688414,0.990,0.992,0.016
3447,sigmoid,8.929818648804881,bradley_terry,2.322156550688414,0.998,0.963,272.802
3448,sigmoid,8.929818648804881,mse,2.492418617627723,0.991,0.988,0.023
3449,sigmoid,8.929818648804881,bradley_terry,2.492418617627723,0.999,0.967,1479.356
3450,sigmoid,8.929818648804881,mse,2.883082624169391,0.986,0.987,0.027
3451,sigmoid,8.929818648804881,bradley_terry,2.883082624169391,0.990,0.932,63.578
3452,sigmoid,8.929818648804881,mse,3.061569001644222,0.984,0.978,0.047
3453,sigmoid,8.929818648804881,bradley_terry,3.061569001644222,0.998,0.910,702.641
3454,sigmoid,8.929818648804881,mse,2.6727439878186847,0.993,0.995,0.011
3455,sigmoid,8.929818648804881,bradley_terry,2.6727439878186847,1.000,0.951,1363.695
3456,sigmoid,8.929818648804881,mse,2.336965926172603,0.997,0.997,0.006
3457,sigmoid,8.929818648804881,bradley_terry,2.336965926172603,0.994,0.971,275.008
3458,sigmoid,8.929818648804881,mse,2.8542792955381393,0.995,0.991,0.018
3459,sigmoid,8.929818648804881,bradley_terry,2.8542792955381393,0.997,0.963,234.802
3460,sigmoid,8.929818648804881,mse,2.370370803929189,0.994,0.993,0.014
3461,sigmoid,8.929818648804881,bradley_terry,2.370370803929189,0.996,0.968,100.635
3462,sigmoid,8.929818648804881,mse,2.813317911357567,0.982,0.982,0.036
3463,sigmoid,8.929818648804881,bradley_terry,2.813317911357567,0.999,0.918,273.023
3464,sigmoid,8.929818648804881,mse,3.019162283202928,0.991,0.988,0.025
3465,sigmoid,8.929818648804881,bradley_terry,3.019162283202928,1.000,0.951,891.912
3466,sigmoid,8.929818648804881,mse,2.659150443250666,0.998,0.996,0.009
3467,sigmoid,8.929818648804881,bradley_terry,2.659150443250666,1.000,0.978,861.332
3468,sigmoid,8.929818648804881,mse,3.689701928086464,0.931,0.957,0.088
3469,sigmoid,8.929818648804881,bradley_terry,3.689701928086464,0.998,0.722,181.688
3470,sigmoid,8.929818648804881,mse,2.7498419291881273,0.982,0.975,0.050
3471,sigmoid,8.929818648804881,bradley_terry,2.7498419291881273,0.996,0.956,270.999
3472,sigmoid,8.929818648804881,mse,2.8785850557406922,0.990,0.989,0.023
3473,sigmoid,8.929818648804881,bradley_terry,2.8785850557406922,1.000,0.962,1703.454
3474,sigmoid,8.929818648804881,mse,2.908080965797061,0.980,0.972,0.055
3475,sigmoid,8.929818648804881,bradley_terry,2.908080965797061,1.000,0.934,1460.633
3476,sigmoid,8.929818648804881,mse,2.8632958606380647,0.990,0.990,0.021
3477,sigmoid,8.929818648804881,bradley_terry,2.8632958606380647,0.999,0.961,244.400
3478,sigmoid,8.929818648804881,mse,2.881884340059677,0.988,0.982,0.038
3479,sigmoid,8.929818648804881,bradley_terry,2.881884340059677,1.000,0.951,839.038
3480,sigmoid,8.929818648804881,mse,2.748020973213866,0.971,0.972,0.058
3481,sigmoid,8.929818648804881,bradley_terry,2.748020973213866,0.997,0.945,497.399
3482,sigmoid,8.929818648804881,mse,2.530724707583376,0.988,0.986,0.028
3483,sigmoid,8.929818648804881,bradley_terry,2.530724707583376,0.999,0.950,576.395
3484,sigmoid,8.929818648804881,mse,2.056383052447643,0.991,0.990,0.020
3485,sigmoid,8.929818648804881,bradley_terry,2.056383052447643,0.996,0.951,144.225
3486,sigmoid,8.929818648804881,mse,1.9865160841433112,0.986,0.990,0.021
3487,sigmoid,8.929818648804881,bradley_terry,1.9865160841433112,1.000,0.932,904.574
3488,sigmoid,8.929818648804881,mse,2.4467465936693755,0.796,0.786,0.385
3489,sigmoid,8.929818648804881,bradley_terry,2.4467465936693755,1.000,0.953,857.995
3490,sigmoid,8.929818648804881,mse,3.5818589039190707,0.982,0.971,0.059
3491,sigmoid,8.929818648804881,bradley_terry,3.5818589039190707,0.999,0.826,596.444
3492,sigmoid,8.929818648804881,mse,2.947551856199278,0.969,0.979,0.042
3493,sigmoid,8.929818648804881,bradley_terry,2.947551856199278,0.999,0.882,669.307
3494,sigmoid,8.929818648804881,mse,2.8236905345330072,0.972,0.979,0.042
3495,sigmoid,8.929818648804881,bradley_terry,2.8236905345330072,0.999,0.900,314.205
3496,sigmoid,8.929818648804881,mse,3.2363002545628916,0.988,0.988,0.024
3497,sigmoid,8.929818648804881,bradley_terry,3.2363002545628916,0.999,0.953,1252.159
3498,sigmoid,8.929818648804881,mse,2.0521780586170517,0.994,0.997,0.006
3499,sigmoid,8.929818648804881,bradley_terry,2.0521780586170517,0.999,0.956,1075.791
3500,sigmoid,10.971401616345094,mse,2.576544263368634,0.984,0.976,0.048
3501,sigmoid,10.971401616345094,bradley_terry,2.576544263368634,0.998,0.963,242.818
3502,sigmoid,10.971401616345094,mse,3.0908170306512224,0.974,0.986,0.029
