,nonlinearity,alpha,loss,entropy,test_spearman,test_pearson,test_mse
1168,exponential,3.652259113562679,mse,3.8544324191353554,0.957,0.948,0.108
1169,exponential,3.652259113562679,bradley_terry,3.8544324191353554,1.000,0.748,2040.812
1170,exponential,3.652259113562679,mse,2.95245000571173,0.991,0.975,0.058
1171,exponential,3.652259113562679,bradley_terry,2.95245000571173,0.999,0.856,792.765
1172,exponential,3.652259113562679,mse,3.2476349224077756,0.991,0.993,0.014
1173,exponential,3.652259113562679,bradley_terry,3.2476349224077756,0.999,0.888,440.099
1174,exponential,3.652259113562679,mse,2.984053783343011,0.990,0.992,0.018
1175,exponential,3.652259113562679,bradley_terry,2.984053783343011,0.890,0.751,4.507
1176,exponential,3.652259113562679,mse,3.05418254342522,0.991,0.991,0.019
1177,exponential,3.652259113562679,bradley_terry,3.05418254342522,0.998,0.868,441.438
1178,exponential,3.652259113562679,mse,2.705687280808274,0.994,0.991,0.019
1179,exponential,3.652259113562679,bradley_terry,2.705687280808274,0.999,0.901,521.788
1180,exponential,3.652259113562679,mse,3.3466589407698617,0.982,0.982,0.036
1181,exponential,3.652259113562679,bradley_terry,3.3466589407698617,1.000,0.855,632.920
1182,exponential,3.652259113562679,mse,3.1867954388879687,0.987,0.983,0.036
1183,exponential,3.652259113562679,bradley_terry,3.1867954388879687,0.999,0.838,695.146
1184,exponential,3.652259113562679,mse,3.4623904944195987,0.962,0.953,0.093
1185,exponential,3.652259113562679,bradley_terry,3.4623904944195987,1.000,0.795,2286.167
1186,exponential,3.652259113562679,mse,2.6365832391681465,0.995,0.994,0.012
1187,exponential,3.652259113562679,bradley_terry,2.6365832391681465,0.999,0.925,914.894
1188,exponential,3.652259113562679,mse,3.1762415412890768,0.757,0.740,0.456
1189,exponential,3.652259113562679,bradley_terry,3.1762415412890768,1.000,0.918,1840.255
1190,exponential,3.652259113562679,mse,3.1337922536518943,0.987,0.987,0.026
1191,exponential,3.652259113562679,bradley_terry,3.1337922536518943,0.999,0.870,421.427
1192,exponential,3.652259113562679,mse,2.9001584533223514,0.995,0.986,0.028
1193,exponential,3.652259113562679,bradley_terry,2.9001584533223514,0.999,0.864,235.108
1194,exponential,3.652259113562679,mse,2.987697815887363,0.982,0.986,0.028
1195,exponential,3.652259113562679,bradley_terry,2.987697815887363,0.999,0.871,530.680
1196,exponential,3.652259113562679,mse,3.7527532294892656,0.937,0.939,0.125
1197,exponential,3.652259113562679,bradley_terry,3.7527532294892656,1.000,0.674,923.101
1198,exponential,3.652259113562679,mse,3.07336785244844,0.984,0.988,0.025
1199,exponential,3.652259113562679,bradley_terry,3.07336785244844,1.000,0.865,512.936
1200,exponential,5.0653870335337245,mse,4.285936853413052,0.907,0.860,0.263
1201,exponential,5.0653870335337245,bradley_terry,4.285936853413052,0.999,0.675,352.636
1202,exponential,5.0653870335337245,mse,4.214594915399929,0.923,0.874,0.237
1203,exponential,5.0653870335337245,bradley_terry,4.214594915399929,0.999,0.624,1576.642
1204,exponential,5.0653870335337245,mse,3.7874017539443985,0.864,0.872,0.321
1205,exponential,5.0653870335337245,bradley_terry,3.7874017539443985,0.998,0.726,182.771
1206,exponential,5.0653870335337245,mse,3.656571112466075,0.971,0.990,0.020
1207,exponential,5.0653870335337245,bradley_terry,3.656571112466075,0.995,0.725,153.142
1208,exponential,5.0653870335337245,mse,5.452238267541838,0.728,0.848,0.342
1209,exponential,5.0653870335337245,bradley_terry,5.452238267541838,0.998,0.494,1021.481
1210,exponential,5.0653870335337245,mse,3.687313553660439,0.937,0.964,0.072
1211,exponential,5.0653870335337245,bradley_terry,3.687313553660439,0.996,0.710,225.862
1212,exponential,5.0653870335337245,mse,3.4122412831307507,0.984,0.990,0.019
1213,exponential,5.0653870335337245,bradley_terry,3.4122412831307507,0.994,0.812,241.198
1214,exponential,5.0653870335337245,mse,4.259748337791839,0.875,0.873,0.244
1215,exponential,5.0653870335337245,bradley_terry,4.259748337791839,1.000,0.631,558.729
1216,exponential,5.0653870335337245,mse,3.835477791644292,0.948,0.966,0.066
1217,exponential,5.0653870335337245,bradley_terry,3.835477791644292,0.999,0.700,454.271
1218,exponential,5.0653870335337245,mse,4.377566157166518,0.943,0.971,0.060
1219,exponential,5.0653870335337245,bradley_terry,4.377566157166518,0.997,0.676,319.797
1220,exponential,5.0653870335337245,mse,4.664720928538065,0.874,0.771,0.451
1221,exponential,5.0653870335337245,bradley_terry,4.664720928538065,0.999,0.540,358.524
1222,exponential,5.0653870335337245,mse,2.8940736305952175,0.994,0.996,0.007
1223,exponential,5.0653870335337245,bradley_terry,2.8940736305952175,0.988,0.783,52.592
1224,exponential,5.0653870335337245,mse,4.111717107752805,0.967,0.937,0.127
1225,exponential,5.0653870335337245,bradley_terry,4.111717107752805,0.999,0.699,851.717
1226,exponential,5.0653870335337245,mse,4.293387169416588,0.895,0.899,0.198
1227,exponential,5.0653870335337245,bradley_terry,4.293387169416588,1.000,0.656,600.822
1228,exponential,5.0653870335337245,mse,4.312326199579621,0.905,0.963,0.080
1229,exponential,5.0653870335337245,bradley_terry,4.312326199579621,1.000,0.640,2757.039
1230,exponential,5.0653870335337245,mse,2.9666942061350166,0.994,0.989,0.022
1231,exponential,5.0653870335337245,bradley_terry,2.9666942061350166,1.000,0.828,815.528
1232,exponential,5.0653870335337245,mse,3.6246176518053805,0.850,0.850,0.285
1233,exponential,5.0653870335337245,bradley_terry,3.6246176518053805,0.998,0.780,325.407
1234,exponential,5.0653870335337245,mse,4.168191396067768,0.920,0.898,0.194
1235,exponential,5.0653870335337245,bradley_terry,4.168191396067768,0.999,0.721,436.564
1236,exponential,5.0653870335337245,mse,3.88887930608051,0.935,0.922,0.152
1237,exponential,5.0653870335337245,bradley_terry,3.88887930608051,1.000,0.637,1562.523
1238,exponential,5.0653870335337245,mse,3.602562402555767,0.965,0.979,0.043
1239,exponential,5.0653870335337245,bradley_terry,3.602562402555767,0.999,0.743,224.210
1240,exponential,5.0653870335337245,mse,3.015209051154863,0.973,0.967,0.069
1241,exponential,5.0653870335337245,bradley_terry,3.015209051154863,0.993,0.761,88.209
1242,exponential,5.0653870335337245,mse,3.466743514942751,0.975,0.972,0.058
1243,exponential,5.0653870335337245,bradley_terry,3.466743514942751,0.999,0.739,714.830
1244,exponential,5.0653870335337245,mse,4.691109778958597,0.860,0.688,0.568
1245,exponential,5.0653870335337245,bradley_terry,4.691109778958597,0.999,0.553,816.260
1246,exponential,5.0653870335337245,mse,3.3145378255028506,0.945,0.968,0.064
1247,exponential,5.0653870335337245,bradley_terry,3.3145378255028506,1.000,0.766,695.692
1248,exponential,5.0653870335337245,mse,3.763030285833959,0.978,0.973,0.062
1249,exponential,5.0653870335337245,bradley_terry,3.763030285833959,0.996,0.770,339.992
1250,exponential,5.0653870335337245,mse,3.594744230705857,0.990,0.976,0.049
1251,exponential,5.0653870335337245,bradley_terry,3.594744230705857,0.998,0.791,170.514
1252,exponential,5.0653870335337245,mse,3.720890921042734,0.960,0.974,0.054
1253,exponential,5.0653870335337245,bradley_terry,3.720890921042734,0.996,0.747,337.060
1254,exponential,5.0653870335337245,mse,4.927140062451789,0.923,0.894,0.231
1255,exponential,5.0653870335337245,bradley_terry,4.927140062451789,0.997,0.471,1231.102
1256,exponential,5.0653870335337245,mse,3.4450427012576887,0.984,0.970,0.078
1257,exponential,5.0653870335337245,bradley_terry,3.4450427012576887,0.998,0.758,369.193
1258,exponential,5.0653870335337245,mse,3.896819530236398,0.981,0.971,0.058
1259,exponential,5.0653870335337245,bradley_terry,3.896819530236398,0.999,0.736,683.712
1260,exponential,5.0653870335337245,mse,3.579646580411535,0.901,0.928,0.140
1261,exponential,5.0653870335337245,bradley_terry,3.579646580411535,0.999,0.784,287.550
1262,exponential,5.0653870335337245,mse,3.8620362104278723,0.962,0.981,0.038
1263,exponential,5.0653870335337245,bradley_terry,3.8620362104278723,1.000,0.696,555.852
1264,exponential,5.0653870335337245,mse,3.8510182647655613,0.968,0.985,0.029
1265,exponential,5.0653870335337245,bradley_terry,3.8510182647655613,0.861,0.678,5.477
1266,exponential,5.0653870335337245,mse,3.4006664641703344,0.970,0.985,0.030
1267,exponential,5.0653870335337245,bradley_terry,3.4006664641703344,0.999,0.769,519.964
1268,exponential,5.0653870335337245,mse,3.998702963525508,0.974,0.975,0.051
1269,exponential,5.0653870335337245,bradley_terry,3.998702963525508,0.993,0.699,83.445
1270,exponential,5.0653870335337245,mse,3.7730825394345753,0.970,0.981,0.043
1271,exponential,5.0653870335337245,bradley_terry,3.7730825394345753,0.999,0.756,772.216
1272,exponential,5.0653870335337245,mse,3.249730230265813,0.992,0.992,0.018
1273,exponential,5.0653870335337245,bradley_terry,3.249730230265813,1.000,0.811,424.207
1274,exponential,5.0653870335337245,mse,3.5763445767015436,0.971,0.951,0.103
1275,exponential,5.0653870335337245,bradley_terry,3.5763445767015436,0.999,0.739,425.224
1276,exponential,5.0653870335337245,mse,3.545065027686304,0.981,0.981,0.045
1277,exponential,5.0653870335337245,bradley_terry,3.545065027686304,0.999,0.841,510.392
1278,exponential,5.0653870335337245,mse,3.273460136231302,0.995,0.993,0.017
1279,exponential,5.0653870335337245,bradley_terry,3.273460136231302,1.000,0.831,764.458
1280,exponential,5.0653870335337245,mse,3.86773620109486,0.945,0.962,0.074
1281,exponential,5.0653870335337245,bradley_terry,3.86773620109486,0.999,0.769,176.335
1282,exponential,5.0653870335337245,mse,3.4272208612600865,0.987,0.977,0.047
1283,exponential,5.0653870335337245,bradley_terry,3.4272208612600865,0.999,0.835,282.308
1284,exponential,5.0653870335337245,mse,3.158269539304066,0.973,0.982,0.036
1285,exponential,5.0653870335337245,bradley_terry,3.158269539304066,1.000,0.779,437.930
1286,exponential,5.0653870335337245,mse,3.3230154007264443,0.981,0.986,0.028
1287,exponential,5.0653870335337245,bradley_terry,3.3230154007264443,0.998,0.815,1421.221
1288,exponential,5.0653870335337245,mse,2.767928193981076,0.985,0.983,0.034
1289,exponential,5.0653870335337245,bradley_terry,2.767928193981076,0.998,0.894,183.225
1290,exponential,5.0653870335337245,mse,3.5959646866066906,0.896,0.887,0.216
1291,exponential,5.0653870335337245,bradley_terry,3.5959646866066906,1.000,0.714,927.538
1292,exponential,5.0653870335337245,mse,3.455123150637409,0.965,0.955,0.088
1293,exponential,5.0653870335337245,bradley_terry,3.455123150637409,0.997,0.748,224.845
1294,exponential,5.0653870335337245,mse,3.45301177884282,0.961,0.984,0.033
1295,exponential,5.0653870335337245,bradley_terry,3.45301177884282,0.892,0.614,4.448
1296,exponential,5.0653870335337245,mse,3.7755386074496387,0.935,0.915,0.168
1297,exponential,5.0653870335337245,bradley_terry,3.7755386074496387,0.882,0.680,6.026
1298,exponential,5.0653870335337245,mse,3.6681617612021546,0.945,0.930,0.141
1299,exponential,5.0653870335337245,bradley_terry,3.6681617612021546,0.994,0.785,220.870
1300,exponential,7.025280792430624,mse,4.3501818922687585,0.883,0.858,0.268
1301,exponential,7.025280792430624,bradley_terry,4.3501818922687585,0.996,0.647,316.249
1302,exponential,7.025280792430624,mse,4.986172744767823,0.547,0.867,0.250
1303,exponential,7.025280792430624,bradley_terry,4.986172744767823,1.000,0.449,701.960
1304,exponential,7.025280792430624,mse,4.664744467131086,0.867,0.929,0.167
1305,exponential,7.025280792430624,bradley_terry,4.664744467131086,0.997,0.560,341.720
1306,exponential,7.025280792430624,mse,3.947549937059699,0.938,0.963,0.075
1307,exponential,7.025280792430624,bradley_terry,3.947549937059699,0.987,0.666,72.190
1308,exponential,7.025280792430624,mse,4.266669105243541,0.906,0.921,0.158
1309,exponential,7.025280792430624,bradley_terry,4.266669105243541,0.991,0.656,70.657
1310,exponential,7.025280792430624,mse,5.675710866908147,0.722,0.883,0.232
1311,exponential,7.025280792430624,bradley_terry,5.675710866908147,0.999,0.392,390.437
1312,exponential,7.025280792430624,mse,4.323442245972458,0.882,0.826,0.318
1313,exponential,7.025280792430624,bradley_terry,4.323442245972458,0.999,0.634,746.712
1314,exponential,7.025280792430624,mse,5.082947554819516,0.707,0.764,0.427
1315,exponential,7.025280792430624,bradley_terry,5.082947554819516,1.000,0.458,680.366
1316,exponential,7.025280792430624,mse,5.084688124813127,0.601,0.820,0.345
1317,exponential,7.025280792430624,bradley_terry,5.084688124813127,0.998,0.394,126.154
1318,exponential,7.025280792430624,mse,4.035771886149845,0.883,0.795,0.377
1319,exponential,7.025280792430624,bradley_terry,4.035771886149845,1.000,0.626,704.724
1320,exponential,7.025280792430624,mse,3.612841709587799,0.989,0.984,0.032
1321,exponential,7.025280792430624,bradley_terry,3.612841709587799,1.000,0.731,970.713
1322,exponential,7.025280792430624,mse,3.8075170391067474,0.943,0.960,0.081
1323,exponential,7.025280792430624,bradley_terry,3.8075170391067474,0.997,0.676,173.398
1324,exponential,7.025280792430624,mse,4.4259186864633095,0.842,0.908,0.181
1325,exponential,7.025280792430624,bradley_terry,4.4259186864633095,1.000,0.562,927.748
1326,exponential,7.025280792430624,mse,3.9410693596083317,0.925,0.943,0.113
1327,exponential,7.025280792430624,bradley_terry,3.9410693596083317,1.000,0.653,895.373
1328,exponential,7.025280792430624,mse,4.242012510046561,0.935,0.952,0.114
1329,exponential,7.025280792430624,bradley_terry,4.242012510046561,0.997,0.684,390.203
1330,exponential,7.025280792430624,mse,4.311610514335845,0.786,0.918,0.173
1331,exponential,7.025280792430624,bradley_terry,4.311610514335845,1.000,0.538,1925.184
1332,exponential,7.025280792430624,mse,3.8959584511426097,0.917,0.969,0.071
1333,exponential,7.025280792430624,bradley_terry,3.8959584511426097,0.997,0.635,433.241
1334,exponential,7.025280792430624,mse,5.22581902243728,0.843,0.744,0.453
1335,exponential,7.025280792430624,bradley_terry,5.22581902243728,1.000,0.480,967.509
1336,exponential,7.025280792430624,mse,4.681562511180157,0.848,0.946,0.132
1337,exponential,7.025280792430624,bradley_terry,4.681562511180157,0.999,0.545,265.987
1338,exponential,7.025280792430624,mse,4.106889496976125,0.889,0.968,0.070
1339,exponential,7.025280792430624,bradley_terry,4.106889496976125,0.998,0.555,202.389
1340,exponential,7.025280792430624,mse,4.048760114044104,0.821,0.915,0.209
1341,exponential,7.025280792430624,bradley_terry,4.048760114044104,0.991,0.600,87.685
1342,exponential,7.025280792430624,mse,4.843027559967949,0.830,0.740,0.499
1343,exponential,7.025280792430624,bradley_terry,4.843027559967949,0.999,0.531,496.732
1344,exponential,7.025280792430624,mse,4.560102920744436,0.868,0.940,0.139
1345,exponential,7.025280792430624,bradley_terry,4.560102920744436,0.998,0.506,644.745
1346,exponential,7.025280792430624,mse,3.866128642191434,0.953,0.913,0.169
1347,exponential,7.025280792430624,bradley_terry,3.866128642191434,0.999,0.637,326.918
1348,exponential,7.025280792430624,mse,4.06096034894752,0.868,0.793,0.396
1349,exponential,7.025280792430624,bradley_terry,4.06096034894752,0.999,0.630,1296.509
1350,exponential,7.025280792430624,mse,4.603544533353452,0.499,0.928,0.139
1351,exponential,7.025280792430624,bradley_terry,4.603544533353452,0.998,0.506,1039.163
1352,exponential,7.025280792430624,mse,4.2727851579491345,0.952,0.940,0.121
1353,exponential,7.025280792430624,bradley_terry,4.2727851579491345,1.000,0.654,3512.556
1354,exponential,7.025280792430624,mse,4.707519582926933,0.727,0.910,0.175
1355,exponential,7.025280792430624,bradley_terry,4.707519582926933,0.949,0.452,16.964
1356,exponential,7.025280792430624,mse,4.014460488473177,0.845,0.963,0.074
1357,exponential,7.025280792430624,bradley_terry,4.014460488473177,0.998,0.557,1371.651
1358,exponential,7.025280792430624,mse,4.261866194815111,0.960,0.917,0.164
1359,exponential,7.025280792430624,bradley_terry,4.261866194815111,1.000,0.653,656.518
1360,exponential,7.025280792430624,mse,4.552948473009806,0.870,0.824,0.367
1361,exponential,7.025280792430624,bradley_terry,4.552948473009806,0.989,0.578,71.443
1362,exponential,7.025280792430624,mse,3.805536980089008,0.851,0.780,0.397
1363,exponential,7.025280792430624,bradley_terry,3.805536980089008,1.000,0.639,767.180
1364,exponential,7.025280792430624,mse,3.7079651595592296,0.905,0.861,0.290
1365,exponential,7.025280792430624,bradley_terry,3.7079651595592296,0.999,0.770,507.915
1366,exponential,7.025280792430624,mse,4.932008076184139,0.921,0.928,0.196
1367,exponential,7.025280792430624,bradley_terry,4.932008076184139,1.000,0.568,315.320
1368,exponential,7.025280792430624,mse,5.303228708141019,0.773,0.774,0.407
1369,exponential,7.025280792430624,bradley_terry,5.303228708141019,1.000,0.416,895.479
1370,exponential,7.025280792430624,mse,3.2642945084772177,0.967,0.953,0.095
1371,exponential,7.025280792430624,bradley_terry,3.2642945084772177,1.000,0.701,894.889
1372,exponential,7.025280792430624,mse,4.511200563269512,0.808,0.833,0.318
1373,exponential,7.025280792430624,bradley_terry,4.511200563269512,1.000,0.549,435.790
1374,exponential,7.025280792430624,mse,3.9209923441996932,0.934,0.966,0.068
1375,exponential,7.025280792430624,bradley_terry,3.9209923441996932,1.000,0.679,658.026
1376,exponential,7.025280792430624,mse,4.339403379611167,0.855,0.966,0.069
1377,exponential,7.025280792430624,bradley_terry,4.339403379611167,1.000,0.589,1107.365
1378,exponential,7.025280792430624,mse,4.243698997151903,0.854,0.936,0.126
1379,exponential,7.025280792430624,bradley_terry,4.243698997151903,0.999,0.590,313.121
1380,exponential,7.025280792430624,mse,4.416543923911465,0.852,0.916,0.162
1381,exponential,7.025280792430624,bradley_terry,4.416543923911465,1.000,0.656,954.786
1382,exponential,7.025280792430624,mse,3.7335519564718886,0.802,0.790,0.384
1383,exponential,7.025280792430624,bradley_terry,3.7335519564718886,0.999,0.728,1330.523
1384,exponential,7.025280792430624,mse,4.0189971399730515,0.954,0.950,0.102
1385,exponential,7.025280792430624,bradley_terry,4.0189971399730515,0.999,0.719,354.439
1386,exponential,7.025280792430624,mse,3.8005826191265775,0.892,0.910,0.180
1387,exponential,7.025280792430624,bradley_terry,3.8005826191265775,0.999,0.739,694.507
1388,exponential,7.025280792430624,mse,3.1656371755761605,0.987,0.988,0.025
1389,exponential,7.025280792430624,bradley_terry,3.1656371755761605,1.000,0.823,396.018
1390,exponential,7.025280792430624,mse,4.633690878158904,0.676,0.696,0.542
1391,exponential,7.025280792430624,bradley_terry,4.633690878158904,0.999,0.559,384.280
1392,exponential,7.025280792430624,mse,4.567073327332582,0.564,0.850,0.281
1393,exponential,7.025280792430624,bradley_terry,4.567073327332582,0.999,0.558,559.800
1394,exponential,7.025280792430624,mse,4.458919420237727,0.902,0.954,0.090
1395,exponential,7.025280792430624,bradley_terry,4.458919420237727,0.967,0.636,29.753
1396,exponential,7.025280792430624,mse,4.186252265190082,0.963,0.977,0.057
1397,exponential,7.025280792430624,bradley_terry,4.186252265190082,0.997,0.597,296.453
1398,exponential,7.025280792430624,mse,4.197285335625388,0.870,0.754,0.439
1399,exponential,7.025280792430624,bradley_terry,4.197285335625388,1.000,0.629,409.207
1400,exponential,9.743494403440248,mse,5.412625075158323,0.627,0.598,0.644
1401,exponential,9.743494403440248,bradley_terry,5.412625075158323,0.997,0.404,491.764
1402,exponential,9.743494403440248,mse,4.8296870834229155,0.681,0.888,0.243
1403,exponential,9.743494403440248,bradley_terry,4.8296870834229155,1.000,0.474,1110.706
1404,exponential,9.743494403440248,mse,5.975942090309687,0.191,0.842,0.341
1405,exponential,9.743494403440248,bradley_terry,5.975942090309687,0.999,0.252,376.477
1406,exponential,9.743494403440248,mse,5.212654596409756,0.557,0.795,0.377
1407,exponential,9.743494403440248,bradley_terry,5.212654596409756,0.999,0.480,284.498
1408,exponential,9.743494403440248,mse,4.995900878909743,0.739,0.538,0.754
1409,exponential,9.743494403440248,bradley_terry,4.995900878909743,0.840,0.330,3.070
1410,exponential,9.743494403440248,mse,5.116027149072437,0.682,0.463,0.812
1411,exponential,9.743494403440248,bradley_terry,5.116027149072437,0.997,0.494,265.742
1412,exponential,9.743494403440248,mse,4.82927121499776,0.646,0.886,0.222
1413,exponential,9.743494403440248,bradley_terry,4.82927121499776,0.994,0.491,125.585
1414,exponential,9.743494403440248,mse,6.1954804494292475,0.569,0.783,0.433
1415,exponential,9.743494403440248,bradley_terry,6.1954804494292475,0.999,0.274,1033.481
1416,exponential,9.743494403440248,mse,5.36362209193673,0.667,0.773,0.409
1417,exponential,9.743494403440248,bradley_terry,5.36362209193673,0.998,0.444,193.787
1418,exponential,9.743494403440248,mse,4.708842366513757,0.830,0.862,0.261
1419,exponential,9.743494403440248,bradley_terry,4.708842366513757,0.998,0.536,381.833
1420,exponential,9.743494403440248,mse,4.753061417988326,0.643,0.740,0.465
1421,exponential,9.743494403440248,bradley_terry,4.753061417988326,1.000,0.467,1866.446
1422,exponential,9.743494403440248,mse,4.424528040925973,0.912,0.922,0.152
1423,exponential,9.743494403440248,bradley_terry,4.424528040925973,1.000,0.529,829.127
1424,exponential,9.743494403440248,mse,5.20644308714121,0.672,0.762,0.438
1425,exponential,9.743494403440248,bradley_terry,5.20644308714121,0.997,0.456,522.495
1426,exponential,9.743494403440248,mse,5.4700436024352355,0.538,0.823,0.365
1427,exponential,9.743494403440248,bradley_terry,5.4700436024352355,0.999,0.351,906.182
1428,exponential,9.743494403440248,mse,4.773353872475145,0.879,0.857,0.324
1429,exponential,9.743494403440248,bradley_terry,4.773353872475145,0.999,0.451,663.440
1430,exponential,9.743494403440248,mse,4.569370465835956,0.860,0.965,0.076
1431,exponential,9.743494403440248,bradley_terry,4.569370465835956,1.000,0.516,1405.219
1432,exponential,9.743494403440248,mse,5.625923193103848,0.504,0.852,0.474
1433,exponential,9.743494403440248,bradley_terry,5.625923193103848,0.998,0.367,2351.772
1434,exponential,9.743494403440248,mse,4.550626306466956,0.715,0.748,0.441
1435,exponential,9.743494403440248,bradley_terry,4.550626306466956,0.999,0.504,1596.330
1436,exponential,9.743494403440248,mse,5.607029420359343,0.419,0.737,0.469
1437,exponential,9.743494403440248,bradley_terry,5.607029420359343,1.000,0.341,932.231
1438,exponential,9.743494403440248,mse,5.771280107007559,0.872,0.692,0.677
1439,exponential,9.743494403440248,bradley_terry,5.771280107007559,1.000,0.350,1059.213
1440,exponential,9.743494403440248,mse,5.080717096579614,0.539,0.804,0.362
1441,exponential,9.743494403440248,bradley_terry,5.080717096579614,0.995,0.364,155.021
1442,exponential,9.743494403440248,mse,3.8663734782305603,0.954,0.935,0.135
1443,exponential,9.743494403440248,bradley_terry,3.8663734782305603,0.999,0.618,1160.208
1444,exponential,9.743494403440248,mse,4.704464600934958,0.794,0.942,0.115
1445,exponential,9.743494403440248,bradley_terry,4.704464600934958,0.999,0.424,701.848
1446,exponential,9.743494403440248,mse,5.514111002965199,0.672,0.737,0.508
1447,exponential,9.743494403440248,bradley_terry,5.514111002965199,1.000,0.360,609.188
1448,exponential,9.743494403440248,mse,6.2498968749401875,0.548,0.365,0.924
1449,exponential,9.743494403440248,bradley_terry,6.2498968749401875,0.999,0.233,560.643
1450,exponential,9.743494403440248,mse,5.195725069693966,0.764,0.816,0.351
1451,exponential,9.743494403440248,bradley_terry,5.195725069693966,0.997,0.393,182.319
1452,exponential,9.743494403440248,mse,4.882224178887828,0.627,0.926,0.177
1453,exponential,9.743494403440248,bradley_terry,4.882224178887828,1.000,0.409,1011.901
1454,exponential,9.743494403440248,mse,5.558828741700169,0.798,0.804,0.465
1455,exponential,9.743494403440248,bradley_terry,5.558828741700169,0.999,0.335,596.078
1456,exponential,9.743494403440248,mse,4.627148961728547,0.831,0.901,0.254
1457,exponential,9.743494403440248,bradley_terry,4.627148961728547,1.000,0.504,1559.253
1458,exponential,9.743494403440248,mse,5.026526536731173,0.557,0.873,0.244
1459,exponential,9.743494403440248,bradley_terry,5.026526536731173,0.999,0.449,609.317
1460,exponential,9.743494403440248,mse,4.949696468046679,0.678,0.843,0.298
1461,exponential,9.743494403440248,bradley_terry,4.949696468046679,0.999,0.445,794.921
1462,exponential,9.743494403440248,mse,5.961663190294914,0.547,0.634,1.355
1463,exponential,9.743494403440248,bradley_terry,5.961663190294914,0.999,0.346,722.387
1464,exponential,9.743494403440248,mse,5.378423615183157,0.560,0.765,0.417
1465,exponential,9.743494403440248,bradley_terry,5.378423615183157,0.999,0.433,761.214
1466,exponential,9.743494403440248,mse,5.0319959700989205,0.517,0.757,0.433
1467,exponential,9.743494403440248,bradley_terry,5.0319959700989205,1.000,0.421,435.209
1468,exponential,9.743494403440248,mse,3.777547871414958,0.779,0.907,0.197
1469,exponential,9.743494403440248,bradley_terry,3.777547871414958,0.999,0.582,585.409
1470,exponential,9.743494403440248,mse,5.763893083214005,0.565,0.635,0.612
1471,exponential,9.743494403440248,bradley_terry,5.763893083214005,0.995,0.347,483.006
1472,exponential,9.743494403440248,mse,5.253016415519387,0.874,0.806,0.368
1473,exponential,9.743494403440248,bradley_terry,5.253016415519387,1.000,0.493,722.348
1474,exponential,9.743494403440248,mse,4.69627683112863,0.888,0.954,0.094
1475,exponential,9.743494403440248,bradley_terry,4.69627683112863,1.000,0.530,1275.508
1476,exponential,9.743494403440248,mse,5.452835578748651,0.557,0.720,0.532
1477,exponential,9.743494403440248,bradley_terry,5.452835578748651,0.994,0.380,360.572
1478,exponential,9.743494403440248,mse,5.554889775859355,0.734,0.889,0.293
1479,exponential,9.743494403440248,bradley_terry,5.554889775859355,1.000,0.371,606.641
1480,exponential,9.743494403440248,mse,4.755798929668373,0.718,0.795,0.414
1481,exponential,9.743494403440248,bradley_terry,4.755798929668373,0.999,0.447,1253.829
1482,exponential,9.743494403440248,mse,5.176571235353171,0.812,0.810,0.349
1483,exponential,9.743494403440248,bradley_terry,5.176571235353171,0.938,0.337,12.522
1484,exponential,9.743494403440248,mse,5.455230677281532,0.469,0.809,0.350
1485,exponential,9.743494403440248,bradley_terry,5.455230677281532,0.877,0.344,13.877
1486,exponential,9.743494403440248,mse,5.0842390549282666,0.768,0.848,0.311
1487,exponential,9.743494403440248,bradley_terry,5.0842390549282666,0.999,0.487,1685.370
1488,exponential,9.743494403440248,mse,5.624153278284268,0.598,0.711,0.572
1489,exponential,9.743494403440248,bradley_terry,5.624153278284268,0.996,0.368,173.575
1490,exponential,9.743494403440248,mse,4.6717936785213094,0.611,0.863,0.302
1491,exponential,9.743494403440248,bradley_terry,4.6717936785213094,0.969,0.468,130.409
1492,exponential,9.743494403440248,mse,4.704107409475017,0.818,0.847,0.348
1493,exponential,9.743494403440248,bradley_terry,4.704107409475017,0.999,0.430,1004.529
1494,exponential,9.743494403440248,mse,5.007510507688634,0.694,0.699,0.537
1495,exponential,9.743494403440248,bradley_terry,5.007510507688634,0.997,0.451,123.510
1496,exponential,9.743494403440248,mse,5.459319426338181,0.611,0.618,0.627
1497,exponential,9.743494403440248,bradley_terry,5.459319426338181,0.999,0.355,346.997
1498,exponential,9.743494403440248,mse,4.675272445748288,0.785,0.889,0.227
1499,exponential,9.743494403440248,bradley_terry,4.675272445748288,1.000,0.476,579.005
1500,exponential,13.51343611662607,mse,6.462650496603175,0.366,0.472,0.858
1501,exponential,13.51343611662607,bradley_terry,6.462650496603175,0.998,0.176,232.079
1502,exponential,13.51343611662607,mse,5.474940082593468,0.297,0.616,0.730
1503,exponential,13.51343611662607,bradley_terry,5.474940082593468,0.999,0.270,350.224
1504,exponential,13.51343611662607,mse,6.093394653567087,0.591,0.654,0.618
1505,exponential,13.51343611662607,bradley_terry,6.093394653567087,0.995,0.229,166.829
1506,exponential,13.51343611662607,mse,4.894986364058159,0.546,0.928,0.141
1507,exponential,13.51343611662607,bradley_terry,4.894986364058159,1.000,0.400,1530.344
1508,exponential,13.51343611662607,mse,5.466340544614934,0.747,0.548,0.738
1509,exponential,13.51343611662607,bradley_terry,5.466340544614934,0.999,0.324,708.377
1510,exponential,13.51343611662607,mse,4.719556040403135,0.596,0.880,0.226
